API10,API12,Abstract,ActiveCommonName,ActiveTickerName,AmendmentFiledDate,ApprovedDate,Block,BottomHoleLatitudeWGS84,BottomHoleLongitudeWGS84,ContactName,ContactPhone,CountyParish,CreatedDate,DIBasin,DICountryCode,DICountryName,DICountyParishName,DIPlay,DIStateProvinceCode,DIStateProvinceName,DISubPlay,DeletedDate,District,DrillType,ExpiredDate,Field,Formation,H2SArea,LeaseName,LeaseNumber,OFSRegion,OperatorAddress,OperatorAlias,OperatorCity,OperatorCity30mi,OperatorCity50mi,OperatorState,OperatorZip,OrigApprovedDate,PermitDepth,PermitDepthUOM,PermitID,PermitNumber,PermitStatus,PermitType,Range,ReportedOperator,Section,StateProvince,SubmittedDate,SurfaceLatitudeWGS84,SurfaceLongitudeWGS84,Survey,Township,TrueVerticalDepth,TrueVerticalDepthUOM,UpdatedDate,WGID,WellNumber,WellStatus,WellType
4232941982,,265,CHEVRON,CVX,2018-11-20T00:00:00Z,2017-10-13T00:00:00Z,40,31.9296137,-102.1845241,BRIAN YERKES,4326877741,MIDLAND,2017-10-14T09:22:40.23Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-10-13T00:00:00Z,PARKS,CONSOLIDATED,FALSE,SOA SCHARBAUER SE,43735,PERMIAN BASIN,6301 DEAUVILLE BLVD,CHEVRON,MIDLAND,Midland,Midland,TX,79706,2017-10-13T00:00:00Z,10200,ft,1356539,831188,Expired,NewDrill,,CHEVRON U. S. A. INC.,27,TX,2017-09-21T00:00:00Z,31.9002611,-102.1724361,T&P RR CO,,9166,ft,2020-08-10T07:39:23.707Z,18979331,0071LS,ACTIVE,OIL & GAS
4232941994,,262,DIAMONDBACK ENERGY,FANG,,2017-09-25T00:00:00Z,40 T1S,31.9264635,-102.1992704,JERRY RUSSELL,5124690064,MIDLAND,2017-09-26T20:19:09.237Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-25T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BOMBARDIER C UNIT,49578,PERMIAN BASIN,500 W TEXAS AVE STE 1200,DIAMONDBACK E&P,MIDLAND,Midland,Midland,TX,79701-4203,2017-09-25T00:00:00Z,10675,ft,1356504,831129,Expired,NewDrill,,DIAMONDBACK E&P LLC,45,TX,2017-09-20T00:00:00Z,31.9564207,-102.2105487,T&P RR CO,,9584,ft,2020-08-10T07:39:23.707Z,18977503,402WA,ACTIVE,OIL & GAS
4232941976,,1101,"AMRICH OPERATING, LLC",,,2017-09-20T00:00:00Z,37,31.9718496,-101.8785922,,,MIDLAND,2017-09-21T09:21:07.693Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,V,2019-09-20T00:00:00Z,SPRABERRY,TREND AREA,FALSE,LESLIE ANN,49810,PERMIAN BASIN,P O BOX 10460,"AMRICH OPERATING, LLC",MIDLAND,Midland,Midland,TX,79702,2017-09-20T00:00:00Z,2100,ft,1356487,831131,Expired,NewDrill,,"AMRICH OPERATING, LLC",21,TX,2017-09-20T00:00:00Z,31.9718496,-101.8785922,LA WEBB,,2100,ft,2020-08-10T07:39:23.707Z,18977149,1,INACTIVE,INJECTION
4232941995,,262,DIAMONDBACK ENERGY,FANG,,2017-09-25T00:00:00Z,40 T1S,31.9260079,-102.2011621,JERRY RUSSELL,5124690064,MIDLAND,2017-09-26T20:19:09.237Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-25T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BOMBARDIER C UNIT,49578,PERMIAN BASIN,500 W TEXAS AVE STE 1200,DIAMONDBACK E&P,MIDLAND,Midland,Midland,TX,79701-4203,2017-09-25T00:00:00Z,10675,ft,1356484,831132,Expired,NewDrill,,DIAMONDBACK E&P LLC,45,TX,2017-09-20T00:00:00Z,31.9563818,-102.2106375,T&P RR CO,,9516,ft,2020-08-10T07:39:23.707Z,18977504,401WA,ACTIVE,OIL & GAS
4232941981,,789,MURCHISON OIL & GAS INC,,,2017-09-25T00:00:00Z,39 T3S,31.788927,-102.014704,CINDY COTTRELL,9729310700,MIDLAND,2017-09-26T20:19:09.237Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-25T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BRADFORD SOUTH,49923,PERMIAN BASIN,"LEGACY TOWER ONE
7250 DALLAS PARKWAY STE 1400",MURCHISON O&G,PLANO,Dallas,Dallas,TX,75024,2017-09-25T00:00:00Z,,,1356481,831124,Expired,NewDrill,,MURCHISON OIL & GAS INC,24,TX,2017-09-20T00:00:00Z,31.8041065,-102.0199392,"T&P RR CO/JOHNSON, W",,8873,ft,2020-08-10T07:39:23.707Z,18977507,3HL,ACTIVE,OIL
4232941993,,262,DIAMONDBACK ENERGY,FANG,,2017-09-25T00:00:00Z,40 T1S,31.9260329,-102.2010649,JERRY RUSSELL,5124690064,MIDLAND,2017-09-26T20:19:09.237Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-25T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BOMBARDIER C UNIT,49578,PERMIAN BASIN,500 W TEXAS AVE STE 1200,DIAMONDBACK E&P,MIDLAND,Midland,Midland,TX,79701-4203,2017-09-25T00:00:00Z,10230,ft,1356477,831127,Expired,NewDrill,,DIAMONDBACK E&P LLC,45,TX,2017-09-20T00:00:00Z,31.9564596,-102.2104681,T&P RR CO,,9224,ft,2020-08-10T07:39:23.707Z,18977502,403LS,ACTIVE,OIL & GAS
4232941977,,211,ENDEAVOR ENERGY RESOURCES,,2017-11-21T00:00:00Z,2017-09-26T00:00:00Z,39 T3S,31.7640899,-101.9915863,RONDA WHITE,4322624133,MIDLAND,2017-11-22T19:56:27.007Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-26T00:00:00Z,SPRABERRY,TREND AREA,FALSE,RIO SAN MARCOS 36-45 UNIT 1,48945,PERMIAN BASIN,110 N MARIENFELD ST SUITE 200,ENDEAVOR ENERGY,MIDLAND,Midland,Midland,TX,79701,2017-09-26T00:00:00Z,11000,ft,1356475,831118,Expired,NewDrill,,ENDEAVOR ENERGY RESOURCES L.P.,33,TX,2017-09-20T00:00:00Z,31.7924809,-102.0037297,T&P RR CO,,9352,ft,2020-08-10T07:39:23.707Z,18977601,211R,ACTIVE,OIL
4232941978,,789,MURCHISON OIL & GAS INC,,,2017-09-22T00:00:00Z,39,31.788927,-102.014704,CINDY COTTRELL,9729310700,MIDLAND,2017-09-23T09:24:43.233Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-22T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BRADFORD SOUTH,49923,PERMIAN BASIN,"LEGACY TOWER ONE
7250 DALLAS PARKWAY STE 1400",MURCHISON O&G,PLANO,Dallas,Dallas,TX,75024,2017-09-22T00:00:00Z,,,1356464,831103,Expired,NewDrill,,MURCHISON OIL & GAS INC,24,TX,2017-09-19T00:00:00Z,31.803963,-102.019589,"T&P RR CO/JOHNSON, W",,9425,ft,2020-08-10T07:39:23.707Z,18977438,2HA,ACTIVE,OIL
4232941980,,789,MURCHISON OIL & GAS INC,,,2017-09-22T00:00:00Z,39 T3S,31.788927,-102.014704,CINDY COTTRELL,9729310700,MIDLAND,2017-09-23T09:24:43.233Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-22T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BRADFORD SOUTH,49923,PERMIAN BASIN,"LEGACY TOWER ONE
7250 DALLAS PARKWAY STE 1400",MURCHISON O&G,PLANO,Dallas,Dallas,TX,75024,2017-09-22T00:00:00Z,,,1356454,831107,Expired,NewDrill,,MURCHISON OIL & GAS INC,24,TX,2017-09-19T00:00:00Z,31.803963,-102.019589,"T&P RR CO/JOHNSON, W",,9674,ft,2020-08-10T07:39:23.707Z,18977330,1HB,ACTIVE,OIL
4232941979,,262,DIAMONDBACK ENERGY,FANG,,2017-09-22T00:00:00Z,40 T1S,31.9265385,-102.1989537,JERRY RUSSELL,5124690064,MIDLAND,2017-09-23T09:24:43.233Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-22T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BOMBARDIER C UNIT,49578,PERMIAN BASIN,500 W TEXAS AVE STE 1200,DIAMONDBACK E&P,MIDLAND,Midland,Midland,TX,79701-4203,2017-09-22T00:00:00Z,10230,ft,1356450,831105,Expired,NewDrill,,DIAMONDBACK E&P LLC,45,TX,2017-09-19T00:00:00Z,31.9565013,-102.210382,T&P RR CO,,9162,ft,2020-08-10T07:39:23.707Z,18977389,404LS,ACTIVE,OIL & GAS
4232941996,,481,CROWNQUEST OPERATING,,,2017-11-06T00:00:00Z,37 T3S,31.9044027,-101.8379744,ANN RITCHIE,4326846381,MIDLAND,2017-11-07T09:27:34.843Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-11-06T00:00:00Z,SPRABERRY,TREND AREA) R 40 EXC,FALSE,FR UNOBTANIUM 1411,50917,PERMIAN BASIN,PO BOX 53310,CROWNQUEST OPERATING,MIDLAND,Midland,Midland,TX,79710,2017-11-06T00:00:00Z,9800,ft,1356409,831058,Expired,NewDrill,,"CROWNQUEST OPERATING, LLC",23,TX,2017-09-18T00:00:00Z,31.8706886,-101.8259875,T&P RR CO,,9228,ft,2020-08-10T07:39:23.707Z,18981428,2BB,ACTIVE,OIL & GAS
4232940531,,1109,EXXON MOBIL,XOM,,2018-01-03T00:00:00Z,39 T4S,31.7537942,-101.969419,BRITTANY RICHARDSON,4326204363,MIDLAND,2018-02-28T20:52:41.47Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2020-01-03T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BRADFORD TRUST B UNIT 2,49514,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2018-01-03T00:00:00Z,9802,ft,1356276,830925,Expired,FieldTransfer,,XTO ENERGY INC.,24,TX,2017-09-13T00:00:00Z,31.72315,-101.9596201,"T&P RR CO / WOULLARD, F M",,9586,ft,2020-08-10T07:39:23.707Z,16214024,1208BH,ACTIVE,OIL & GAS
4232940524,,1109,EXXON MOBIL,XOM,,2018-01-03T00:00:00Z,39 T4S,31.7528548,-101.9713781,BRITTANY RICHARDSON,4326204363,MIDLAND,2018-02-28T20:52:41.47Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2020-01-03T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BRADFORD TRUST B UNIT 2,49514,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2018-01-03T00:00:00Z,9960,ft,1356241,830911,Expired,FieldTransfer,,XTO ENERGY INC.,24,TX,2017-09-13T00:00:00Z,31.7243599,-101.9622401,"T&P RR CO / WOULLARD, F M",,9772,ft,2020-08-10T07:39:23.707Z,18304638,1207BH,ACTIVE,OIL & GAS
4232940509,,1109,EXXON MOBIL,XOM,,2018-01-03T00:00:00Z,39 T4S,31.7523344,-101.9755467,BRITTANY RICHARDSON,4326204363,MIDLAND,2018-02-28T20:52:41.47Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2020-01-03T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BRADFORD TRUST B UNIT 2,49514,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2018-01-03T00:00:00Z,9970,ft,1356230,830899,Expired,FieldTransfer,,XTO ENERGY INC.,24,TX,2017-09-13T00:00:00Z,31.7221381,-101.9668976,"T&P RR CO / WOULLARD, F M",,9757,ft,2020-08-10T07:39:23.707Z,16198701,1205BH,ACTIVE,OIL & GAS
4232940532,,1109,EXXON MOBIL,XOM,,2018-01-03T00:00:00Z,39 T4S,31.7526322,-101.9733613,BRITTANY RICHARDSON,4326204363,MIDLAND,2018-02-28T20:52:41.47Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2020-01-03T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BRADFORD TRUST B UNIT 2,49514,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2018-01-03T00:00:00Z,9813,ft,1356218,830902,Expired,FieldTransfer,,XTO ENERGY INC.,24,TX,2017-09-13T00:00:00Z,31.72387,-101.96429,"T&P RR CO / WOULLARD, F M",,9619,ft,2020-08-10T07:39:23.707Z,16224805,1206BH,ACTIVE,OIL & GAS
4232941975,,231,EXXON MOBIL,XOM,,2017-09-19T00:00:00Z,39 T4S,31.6757556,-101.9831713,BRITTANY RICHARDSON,4326204363,MIDLAND,2017-09-20T09:10:39.64Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-19T00:00:00Z,SPRABERRY,TREND AREA) R 40 EXC,FALSE,TXL 27 UNIT 4,,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2017-09-19T00:00:00Z,9698,ft,1356185,830848,Expired,NewDrill,,XTO ENERGY INC.,27,TX,2017-09-12T00:00:00Z,31.6980028,-101.9896511,T&P RR CO,,,,2020-08-10T07:39:23.707Z,18976929,3417AH,EXPIRED PERMIT,OIL & GAS
4232941972,,1101,TARGA PL MID-CONT WESTTEX LLC,,,2017-09-15T00:00:00Z,,31.9706784,-101.8913164,GARY PARSLEY,4326857615,MIDLAND,2017-09-16T08:20:48.12Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,V,2019-09-15T00:00:00Z,WILDCAT,,TRUE,GREENWOOD ANODE BED 1030,,PERMIAN BASIN,"ATTN JULIE PABON
811 LOUISIANA ST STE 2100",TARGA PL MID-CONT WESTTEX ,HOUSTON,Houston,Houston,TX,77002,2017-09-15T00:00:00Z,425,ft,1356177,830823,Expired,NewDrill,,TARGA PL MID-CONT WESTTEX LLC,21,TX,2017-09-11T00:00:00Z,31.9706784,-101.8913164,"WEBB, L A",,425,ft,2020-08-19T19:22:32.047Z,18976975,1030,EXPIRED PERMIT,UNKNOWN
4232941974,,231,EXXON MOBIL,XOM,,2017-09-19T00:00:00Z,39 T4S,31.6731835,-101.9928012,BRITTANY RICHARDSON,4326204363,MIDLAND,2017-09-20T09:10:39.64Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-19T00:00:00Z,SPRABERRY,TREND AREA) R 40 EXC,FALSE,TXL 27 UNIT 3,,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2017-09-19T00:00:00Z,9557,ft,1356144,830836,Expired,NewDrill,,XTO ENERGY INC.,27,TX,2017-09-12T00:00:00Z,31.6960327,-101.9999815,T&P RR CO,,,,2020-08-10T07:39:23.707Z,18976928,3412AH,EXPIRED PERMIT,OIL & GAS
4232941973,,1112,TARGA PL MID-CONT WESTTEX LLC,,,2017-09-26T00:00:00Z,39,31.719949,-102.012142,GARY PARSLEY,4326857615,MIDLAND,2017-09-27T09:15:26.997Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,V,2019-09-26T00:00:00Z,WILDCAT,,TRUE,HWY 349 ANODE BED,,PERMIAN BASIN,"ATTN JULIE PABON
811 LOUISIANA ST STE 2100",TARGA PL MID-CONT WESTTEX ,HOUSTON,Houston,Houston,TX,77002,2017-09-26T00:00:00Z,510,ft,1356137,830819,Expired,NewDrill,,TARGA PL MID-CONT WESTTEX LLC,16,TX,2017-09-11T00:00:00Z,31.719949,-102.012142,"T&P RR CO/WOULLARD, F M",,510,ft,2020-08-19T19:22:32.047Z,18977622,293,EXPIRED PERMIT,UNKNOWN
4232941971,,801,"WASSER OPERATING, LLC",,,2017-09-15T00:00:00Z,40 T1S,31.974038,-102.2167181,ANN RITCHIE,4326846381,MIDLAND,2017-09-16T08:20:48.12Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,V,2019-09-15T00:00:00Z,SPRABERRY,TREND AREA,FALSE,HMW SWD,47759,PERMIAN BASIN,6 DESTA DRIVE SUITE 5500,"WASSER OPERATING, LLC",MIDLAND,Midland,Midland,TX,79705,2017-09-15T00:00:00Z,15000,ft,1356090,830777,Expired,NewDrill,,"WASSER OPERATING, LLC",40,TX,2017-09-08T00:00:00Z,31.974038,-102.2167181,"T&P RR CO/LARGENT, W",,15000,ft,2020-08-10T07:39:23.707Z,18976971,3,DUC,INJECTION
4232941970,,907,CROWNQUEST OPERATING,,,2017-09-15T00:00:00Z,37 T3S,31.9008383,-101.8718725,ANN RITCHIE,4326846381,MIDLAND,2017-09-16T08:20:48.12Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,V,2019-09-15T00:00:00Z,"DEWEY LAKE,FRYSAK FARMS,PETTY 48,ROSE PETAL","ATOKA,DEVONIAN,LOWER MISS.,TREND AREA) R 40 EXC,UPPER STRAWN",FALSE,FR RADIUM 4,49447,PERMIAN BASIN,PO BOX 53310,CROWNQUEST OPERATING,MIDLAND,Midland,Midland,TX,79710,2017-09-15T00:00:00Z,12000,ft,1356077,830769,Expired,NewDrill,,"CROWNQUEST OPERATING, LLC",4,TX,2017-09-08T00:00:00Z,31.9008383,-101.8718725,"T&P RR CO/FOWLER, F A",,12000,ft,2020-08-10T07:39:23.707Z,18976964,2,ACTIVE,OIL & GAS
4232941966,,34,DIAMONDBACK ENERGY,FANG,,2017-10-23T00:00:00Z,39 T1S,32.0418544,-102.1599319,JERRY RUSSELL,5124690064,MIDLAND,2017-10-24T09:25:27.14Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-10-23T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BLACKFOOT WEST UNIT,50000,PERMIAN BASIN,500 W TEXAS AVE STE 1200,DIAMONDBACK E&P,MIDLAND,Midland,Midland,TX,79701-4203,2017-10-23T00:00:00Z,10750,ft,1356015,830704,Expired,NewDrill,,DIAMONDBACK E&P LLC,7,TX,2017-09-07T00:00:00Z,32.0688311,-102.1684467,T&P RR CO,,9787,ft,2020-08-10T07:39:23.707Z,18980147,704WB,ACTIVE,OIL & GAS
4232941965,,34,DIAMONDBACK ENERGY,FANG,,2017-10-23T00:00:00Z,39 T1S,32.0418544,-102.1599319,JERRY RUSSELL,5124690064,MIDLAND,2017-10-24T09:25:27.14Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-10-23T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BLACKFOOT WEST UNIT,50000,PERMIAN BASIN,500 W TEXAS AVE STE 1200,DIAMONDBACK E&P,MIDLAND,Midland,Midland,TX,79701-4203,2017-10-23T00:00:00Z,10850,ft,1356014,830703,Expired,NewDrill,,DIAMONDBACK E&P LLC,7,TX,2017-09-07T00:00:00Z,32.0688533,-102.1683522,T&P RR CO,,9036,ft,2020-08-10T07:39:23.707Z,18980146,704LS,ACTIVE,OIL & GAS
4232941964,,34,DIAMONDBACK ENERGY,FANG,,2017-10-23T00:00:00Z,39 T1S,32.0416155,-102.1609569,JERRY RUSSELL,5124690064,MIDLAND,2017-10-24T09:25:27.14Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-10-23T00:00:00Z,SPRABERRY,TREND AREA,FALSE,BLACKFOOT WEST UNIT,50000,PERMIAN BASIN,500 W TEXAS AVE STE 1200,DIAMONDBACK E&P,MIDLAND,Midland,Midland,TX,79701-4203,2017-10-23T00:00:00Z,10470,ft,1356013,830699,Expired,NewDrill,,DIAMONDBACK E&P LLC,7,TX,2017-09-07T00:00:00Z,32.0688117,-102.1685383,T&P RR CO,,9434,ft,2020-08-10T07:39:23.707Z,18980145,703WA,ACTIVE,OIL & GAS
4232937026,,158,ENDEAVOR ENERGY RESOURCES,,2018-01-25T00:00:00Z,2017-09-07T00:00:00Z,38 T2S,31.9842441,-102.0051918,MARTINA WARREN,4322624179,MIDLAND,2018-01-26T19:58:20.223Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,V,2019-09-07T00:00:00Z,PARSLEY,ATOKA,FALSE,LEWELLEN,26605,PERMIAN BASIN,110 N MARIENFELD ST SUITE 200,ENDEAVOR ENERGY,MIDLAND,Midland,Midland,TX,79701,2017-09-07T00:00:00Z,11197,ft,1355976,830672,Expired,Recomplete,,ENDEAVOR ENERGY RESOURCES L.P.,9,TX,2017-09-06T00:00:00Z,31.9842441,-102.0051918,T&P RR CO,,11197,ft,2020-08-10T07:39:23.707Z,17109150,2,ACTIVE,OIL
4232941969,,920,CROWNQUEST OPERATING,,,2017-09-13T00:00:00Z,A,31.878411,-101.9357107,ANN RITCHIE,4326846381,MIDLAND,2017-09-14T08:10:06.383Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,V,2019-09-13T00:00:00Z,"DEWEY LAKE,FRYSAK FARMS,PETTY 48,ROSE PETAL","ATOKA,DEVONIAN,LOWER MISS.,TREND AREA,UPPER STRAWN",FALSE,WILLIS 40B,51083,PERMIAN BASIN,PO BOX 53310,CROWNQUEST OPERATING,MIDLAND,Midland,Midland,TX,79710,2017-09-13T00:00:00Z,12000,ft,1355963,830648,Expired,NewDrill,,"CROWNQUEST OPERATING, LLC",40,TX,2017-09-05T00:00:00Z,31.878411,-101.9357107,"GRAY, W T",,12000,ft,2020-08-10T07:39:23.707Z,18976607,5,ACTIVE,OIL & GAS
4232941958,,211,ENDEAVOR ENERGY RESOURCES,,,2017-09-06T00:00:00Z,39 T3S,31.762946,-101.99804,RONDA WHITE,4322624133,MIDLAND,2017-09-07T08:51:01.273Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-06T00:00:00Z,SPRABERRY,TREND AREA,FALSE,RIO SAN MARCOS 36-45 UNIT 1,48945,PERMIAN BASIN,110 N MARIENFELD ST SUITE 200,ENDEAVOR ENERGY,MIDLAND,Midland,Midland,TX,79701,2017-09-06T00:00:00Z,11000,ft,1355958,830637,Expired,NewDrill,,ENDEAVOR ENERGY RESOURCES L.P.,33,TX,2017-09-05T00:00:00Z,31.7920249,-102.0057528,T&P RR CO,,8658,ft,2020-08-10T07:39:23.707Z,18976113,242,ACTIVE,OIL
4232941968,,231,EXXON MOBIL,XOM,,2017-09-13T00:00:00Z,39 T4S,31.6728316,-101.9947065,BRITTANY RICHARDSON,4326204363,MIDLAND,2017-09-14T08:10:06.383Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-13T00:00:00Z,SPRABERRY,TREND AREA) R 40 EXC,FALSE,TXL 27 UNIT 3,,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2017-09-13T00:00:00Z,9674,ft,1355942,830643,Expired,NewDrill,,XTO ENERGY INC.,27,TX,2017-09-05T00:00:00Z,31.6953644,-102.0024089,T&P RR CO,,,,2020-08-10T07:39:23.707Z,18976597,3411AH,EXPIRED PERMIT,OIL & GAS
4232941962,,231,EXXON MOBIL,XOM,,2017-09-13T00:00:00Z,39 T4S,31.674365,-101.9886579,BRITTANY RICHARDSON,4326204363,MIDLAND,2017-09-14T08:10:06.383Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-13T00:00:00Z,SPRABERRY,TREND AREA) R 40 EXC,FALSE,TXL 27 UNIT 3,47487,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2017-09-13T00:00:00Z,9565,ft,1355938,830616,Expired,NewDrill,,XTO ENERGY INC.,27,TX,2017-09-05T00:00:00Z,31.6979227,-101.9981314,T&P RR CO,,9337,ft,2020-08-10T07:39:23.707Z,18976559,3414AH,ACTIVE,OIL & GAS
4232941967,,231,EXXON MOBIL,XOM,,2017-09-13T00:00:00Z,39 T4S,31.675257,-101.9851388,BRITTANY RICHARDSON,4326204363,MIDLAND,2017-09-14T08:10:06.383Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-13T00:00:00Z,SPRABERRY,TREND AREA) R 40 EXC,FALSE,TXL 27 UNIT 4,47472,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2017-09-13T00:00:00Z,9567,ft,1355910,830628,Expired,NewDrill,,XTO ENERGY INC.,27,TX,2017-09-05T00:00:00Z,31.6987582,-101.9927265,T&P RR CO,,9354,ft,2020-08-10T07:39:23.707Z,18976577,3416AH,ACTIVE,OIL & GAS
4232941963,,231,EXXON MOBIL,XOM,,2017-09-13T00:00:00Z,39 T4S,31.6747427,-101.987168,BRITTANY RICHARDSON,4326204363,MIDLAND,2017-09-14T08:10:06.383Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-13T00:00:00Z,SPRABERRY,TREND AREA) R 40 EXC,FALSE,TXL 27 UNIT 4,47472,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2017-09-13T00:00:00Z,9687,ft,1355909,830627,Expired,NewDrill,,XTO ENERGY INC.,27,TX,2017-09-05T00:00:00Z,31.6987221,-101.9928819,T&P RR CO,,9447,ft,2020-08-10T07:39:23.707Z,18976560,3415AH,ACTIVE,OIL & GAS
4232941959,,231,EXXON MOBIL,XOM,,2017-09-08T00:00:00Z,39 T4S,31.6738489,-101.9906937,BRITTANY RICHARDSON,4326204363,MIDLAND,2017-09-09T08:11:12.64Z,MIDLAND,US,UNITED STATES,MIDLAND (TX),MIDLAND,TX,TEXAS,,,8,H,2019-09-08T00:00:00Z,SPRABERRY,TREND AREA) R 40 EXC,FALSE,TXL 27 UNIT 3,47487,PERMIAN BASIN,"ATT LAND MANAGER-LOC.115
22777 SPRINGWOODS VILLAGE PKWY",XTO ENERGY,SPRING,,Houston,TX,77389,2017-09-08T00:00:00Z,9690,ft,1355892,830603,Expired,NewDrill,,XTO ENERGY INC.,27,TX,2017-09-01T00:00:00Z,31.6978927,-101.9982814,T&P RR CO,,9470,ft,2020-08-10T07:39:23.707Z,18976404,3413AH,ACTIVE,OIL & GAS
